train_steps,agent_steps,return,env_steps,env,run
684000,12004837.0,18.5,48019348.0,atari_pong,atari_pong_gae_vtrace
686000,12043204.0,17.3,48172816.0,atari_pong,atari_pong_gae_vtrace
688000,12081214.5,19.2,48324858.0,atari_pong,atari_pong_gae_vtrace
690000,12118358.5,18.1,48473434.0,atari_pong,atari_pong_gae_vtrace
692000,12157092.5,18.2,48628370.0,atari_pong,atari_pong_gae_vtrace
694000,12197660.0,18.5,48790640.0,atari_pong,atari_pong_gae_vtrace
696000,12237647.0,18.5,48950588.0,atari_pong,atari_pong_gae_vtrace
698000,12274317.0,18.6,49097268.0,atari_pong,atari_pong_gae_vtrace
700000,12312198.0,18.6,49248792.0,atari_pong,atari_pong_gae_vtrace
702000,12353448.0,18.0,49413792.0,atari_pong,atari_pong_gae_vtrace
704000,12391701.5,18.6,49566806.0,atari_pong,atari_pong_gae_vtrace
706000,12431015.0,18.7,49724060.0,atari_pong,atari_pong_gae_vtrace
708000,12468519.0,19.2,49874076.0,atari_pong,atari_pong_gae_vtrace
710000,12506391.5,18.6,50025566.0,atari_pong,atari_pong_gae_vtrace
