train_steps,agent_steps,return,env_steps,env,run
204000,4010214.0,19.7,16040856.0,atari_pong,atari_pong_dreamermix
206000,4050231.0,19.8,16200924.0,atari_pong,atari_pong_dreamermix
208000,4092559.0,19.9,16370236.0,atari_pong,atari_pong_dreamermix
210000,4131571.5,19.5,16526286.0,atari_pong,atari_pong_dreamermix
212000,4167638.0,19.6,16670552.0,atari_pong,atari_pong_dreamermix
214000,4205984.0,19.9,16823936.0,atari_pong,atari_pong_dreamermix
216000,4246330.0,20.3,16985320.0,atari_pong,atari_pong_dreamermix
218000,4286791.5,20.0,17147166.0,atari_pong,atari_pong_dreamermix
220000,4328583.5,20.3,17314334.0,atari_pong,atari_pong_dreamermix
222000,4369333.0,20.3,17477332.0,atari_pong,atari_pong_dreamermix
224000,4404955.0,20.2,17619820.0,atari_pong,atari_pong_dreamermix
226000,4440469.0,19.8,17761876.0,atari_pong,atari_pong_dreamermix
228000,4478878.0,20.2,17915512.0,atari_pong,atari_pong_dreamermix
230000,4516337.0,19.6,18065348.0,atari_pong,atari_pong_dreamermix
232000,4557457.0,19.9,18229828.0,atari_pong,atari_pong_dreamermix
234000,4591337.5,20.0,18365350.0,atari_pong,atari_pong_dreamermix
236000,4627333.5,20.2,18509334.0,atari_pong,atari_pong_dreamermix
238000,4665200.5,19.8,18660802.0,atari_pong,atari_pong_dreamermix
240000,4705433.5,20.6,18821734.0,atari_pong,atari_pong_dreamermix
242000,4742045.0,20.3,18968180.0,atari_pong,atari_pong_dreamermix
244000,4782681.5,19.8,19130726.0,atari_pong,atari_pong_dreamermix
246000,4823604.0,20.0,19294416.0,atari_pong,atari_pong_dreamermix
248000,4862499.0,20.1,19449996.0,atari_pong,atari_pong_dreamermix
250000,4901261.5,19.7,19605046.0,atari_pong,atari_pong_dreamermix
252000,4939401.5,19.9,19757606.0,atari_pong,atari_pong_dreamermix
254000,4981038.5,20.2,19924154.0,atari_pong,atari_pong_dreamermix
